,trigger_video_id,trigger_title,trigger_category,mental_health_aspects,binge_trigger_count
560,2199,Wo Ajnabee,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
561,2197,Maine Payal Hai Chhankai,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
562,2196,Tanha Dil,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
563,2194,O O JAANE JAANA,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
564,2193,Kya Mujhe Pyar Hai,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
565,2189,Chudi,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
566,2188,Teri Ore,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
567,2185,Los Angeles,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
568,2143,fortniteee,Gaming,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
569,2136,https://www.youtube.com/watch?v=hXg5kxrK6mI,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
570,2072,The Last Moment Was A 0.08% Chance! 😳 #shorts,Shorts,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
571,2066,https://www.youtube.com/watch?v=_dRLtJkYMQQ,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
572,2044,fortnite,Gaming,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
573,2025,He’s cold for that 🥶🔥,Reviews,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
574,2019,She Said The Word…,News,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
575,2018,https://www.youtube.com/watch?v=ofFou7Ml0js,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
576,1997,Learn it for FREE at Algomap.io!,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
577,1982,Suniyan Suniyan,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
578,1956,https://www.youtube.com/watch?v=Kmx-xLSaD6o,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
579,1944,AANKH,Technology,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
580,1940,BADTAMEEZ DIL,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
581,1903,https://www.youtube.com/watch?v=vxeKYPnXzj0,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
582,1896,Mrwhosetheboss got this WRONG,Podcast,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
583,1889,https://www.youtube.com/watch?v=E7Z0G9nweMo,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
584,1871,https://www.youtube.com/watch?v=lEKOLTG7dyQ,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
585,1867,https://www.youtube.com/watch?v=b10acFPyeZY,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
586,1859,"Jim, don’t do it...",Reviews,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
587,1856,it's nearing 4 a.m and you still can't sleep.,Reviews,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
588,1844,The Golden Pot - Getting Over It Facts 2,Podcast,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
589,1809,https://www.youtube.com/watch?v=tkrhOYCYYQk,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
590,1793,This keeps getting taken down I wonder WHY - I’ll just keep posting it lol,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
591,1791,No way the employee did that…😳,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
592,1785,AANKH,Technology,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
593,1784,Chaleya,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
594,1783,Shut Up & Bounce,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
595,1779,Dori,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
596,1770,Maine Payal Hai Chhankai,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
597,1763,Dil Tu Jaan Tu,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
598,1761,Wo Noor,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
599,1760,Tu hai kahan,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
600,1755,Aankhon Mein Doob Jaane Ko,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
601,1753,Tera Hone Laga Hoon,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
602,1751,Woh tum ho,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
603,1750,Daryaa,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
604,1746,Chaudhary,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
605,1740,Let Her Go X Husn (Slowed),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
606,1735,Pehla Pyaar,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
607,1734,O Beliya,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
608,1731,Pipni,Podcast,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
609,1727,Sajni,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
610,1723,TERE NAINA,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
611,1722,Heer Ranjha,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
612,1720,Ek Raat,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
613,1718,Khayaal,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
614,1717,Meherbani,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
615,1716,Afsos,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
616,1710,Khileya,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
617,1709,ADHOORE,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
618,1693,HOW Did That Work?!,Technology,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
619,1685,https://www.youtube.com/watch?v=dd_n3d_FByE,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
620,1679,Uff Teri Adaa,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
621,1678,Aise Kyun (Ghazal Version),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
622,1677,Aahatein,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
623,1673,Kali Kali Zulfon Ke (Extended Version),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
624,1670,Ishq X Slowed,Technology,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
625,1659,인질극,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
626,1647,TFUE TAPER FADE,Technology,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
627,1641,fortnite,Gaming,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
628,1639,https://www.youtube.com/watch?v=5NlXXivBjOM,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
629,1627,Dil Ke Dastakk,Comedy,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
630,1626,Learn it for free at algomap.io :),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
631,1623,Jhaanjar,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'therapy and mental health support', 'mental health education', 'work-life balance and burnout', 'trauma awareness and healing', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships']",15
