video_id,title,category,mental_health_aspects,avg_score,sentiments
322,Jaana Samjho Na,Entertainment,"['self-improvement and personal growth', 'mental health experiences', 'mindfulness and mental wellness', 'motivation and mental strength', 'self-care practices', 'mental health education', 'therapy and mental health support', 'addiction awareness and recovery', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support']",0.6822281021338242,['NEGATIVE']
417,Bavra Mann,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'self-care practices', 'addiction awareness and recovery', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout', 'anxiety and stress management', 'depression and emotional support', 'sleep and mental wellness', 'social anxiety and relationships']",0.6819434881210328,['POSITIVE']
169,"Jigra Title Track (From ""Jigra"")",Music,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences']",0.68093591183424,['NEGATIVE']
506,delhi person in mumbai after 5 months,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'work-life balance and burnout', 'addiction awareness and recovery', 'trauma awareness and healing', 'mindfulness and mental wellness', 'social anxiety and relationships', 'therapy and mental health support', 'mental health education', 'emotional health discussion', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness']",0.6808755755424499,['POSITIVE']
873,GALLAN GOODIYAAN,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'mindfulness and mental wellness', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management']",0.6802918187209539,['POSITIVE']
988,Zara Zara Touch Me (Remix),Music,"['self-improvement and personal growth', 'self-care practices', 'mindfulness and mental wellness', 'motivation and mental strength', 'mental health experiences']",0.6794537544250489,['POSITIVE']
325,Mulaqat,Entertainment,"['mental health experiences', 'self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'self-care practices', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'sleep and mental wellness', 'addiction awareness and recovery', 'work-life balance and burnout', 'trauma awareness and healing', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management']",0.6780762910842896,['NEGATIVE']
328,Apa Fer Milaange,Music,"['motivation and mental strength', 'self-improvement and personal growth', 'self-care practices', 'mental health experiences', 'mindfulness and mental wellness', 'addiction awareness and recovery', 'work-life balance and burnout', 'mental health education', 'trauma awareness and healing', 'emotional health discussion', 'sleep and mental wellness', 'therapy and mental health support', 'social anxiety and relationships']",0.6772898458517513,['NEGATIVE']
9,Apa Fer Milaange,Music,"['motivation and mental strength', 'self-improvement and personal growth', 'self-care practices', 'mental health experiences', 'mindfulness and mental wellness', 'addiction awareness and recovery', 'work-life balance and burnout', 'mental health education', 'trauma awareness and healing', 'emotional health discussion', 'sleep and mental wellness', 'therapy and mental health support', 'social anxiety and relationships']",0.6772898458517513,['NEGATIVE']
334,Wellerman (Sea Shanty / 220 KID x Billen Ted Remix) | Official Video,Music,"['motivation and mental strength', 'mindfulness and mental wellness', 'self-improvement and personal growth', 'sleep and mental wellness', 'mental health experiences', 'self-care practices']",0.6765644699335098,['NEGATIVE']
170,Tu Kya Jaane,Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'mental health education', 'self-care practices', 'addiction awareness and recovery', 'therapy and mental health support', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout', 'sleep and mental wellness', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management']",0.6764831741650899,['POSITIVE']
993,Tauba Tauba,Music,"['motivation and mental strength', 'mindfulness and mental wellness', 'self-improvement and personal growth', 'mental health experiences', 'self-care practices', 'sleep and mental wellness', 'therapy and mental health support', 'addiction awareness and recovery', 'mental health education', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout', 'depression and emotional support', 'social anxiety and relationships', 'anxiety and stress management']",0.6763873815536499,['NEGATIVE']
31,Jhaanjar,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'self-care practices', 'mental health education', 'therapy and mental health support', 'addiction awareness and recovery', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'social anxiety and relationships', 'sleep and mental wellness', 'depression and emotional support', 'anxiety and stress management']",0.6753517786661785,['POSITIVE']
939,Shuddh Desi Romance,Entertainment,['social anxiety and relationships'],0.6748040318489075,['POSITIVE']
907,I Put This Snake On To Gatorade 🔥,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'self-care practices', 'mental health experiences', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'trauma awareness and healing', 'emotional health discussion', 'mental health education', 'anxiety and stress management', 'work-life balance and burnout']",0.6747462261806835,['NEGATIVE']
55,Mera Safar,Entertainment,"['mental health experiences', 'self-improvement and personal growth', 'motivation and mental strength', 'self-care practices', 'mindfulness and mental wellness', 'mental health education', 'addiction awareness and recovery', 'therapy and mental health support', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'social anxiety and relationships', 'anxiety and stress management']",0.6742851390288426,['POSITIVE']
151,Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video),Music,"['mindfulness and mental wellness', 'self-improvement and personal growth', 'mental health experiences', 'anxiety and stress management', 'motivation and mental strength', 'self-care practices', 'emotional health discussion', 'mental health education', 'sleep and mental wellness', 'addiction awareness and recovery']",0.6740338027477264,['POSITIVE']
166,Inkem Inkem Inkem Kaavaale,Music,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'mental health education', 'addiction awareness and recovery', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'work-life balance and burnout', 'sleep and mental wellness', 'depression and emotional support']",0.67297170483149,['NEGATIVE']
172,Saadgi,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'emotional health discussion', 'therapy and mental health support', 'trauma awareness and healing', 'work-life balance and burnout', 'social anxiety and relationships', 'sleep and mental wellness', 'depression and emotional support', 'anxiety and stress management']",0.6724996328353882,['POSITIVE']
649,Claim your Shíen gift card in bío💕👉 #subscribe #couplegoals,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'social anxiety and relationships', 'mindfulness and mental wellness']",0.6719181314110756,['NEGATIVE']
10,Mera Yaar,Music,"['mindfulness and mental wellness', 'mental health experiences', 'self-improvement and personal growth', 'motivation and mental strength', 'mental health education', 'self-care practices', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'addiction awareness and recovery', 'social anxiety and relationships', 'depression and emotional support', 'work-life balance and burnout', 'anxiety and stress management', 'sleep and mental wellness']",0.6716687500476837,['POSITIVE']
17,Suniyan Suniyan,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'work-life balance and burnout', 'emotional health discussion', 'sleep and mental wellness', 'trauma awareness and healing', 'anxiety and stress management', 'depression and emotional support', 'social anxiety and relationships']",0.6708007236321767,['POSITIVE']
329,Suniyan Suniyan,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'work-life balance and burnout', 'emotional health discussion', 'sleep and mental wellness', 'trauma awareness and healing', 'anxiety and stress management', 'depression and emotional support', 'social anxiety and relationships']",0.6708007236321767,['POSITIVE']
614,"Woh Lamhe Woh Baatein (From ""Zeher"")",Music,"['mindfulness and mental wellness', 'motivation and mental strength', 'self-improvement and personal growth', 'mental health experiences', 'sleep and mental wellness', 'self-care practices', 'mental health education', 'emotional health discussion', 'addiction awareness and recovery', 'therapy and mental health support', 'trauma awareness and healing', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support']",0.6690306727375304,['NEGATIVE']
888,I Really Want to Stay at Your House,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'self-care practices', 'mental health experiences', 'mindfulness and mental wellness', 'work-life balance and burnout', 'emotional health discussion', 'addiction awareness and recovery', 'social anxiety and relationships', 'mental health education', 'sleep and mental wellness', 'trauma awareness and healing', 'depression and emotional support', 'therapy and mental health support', 'anxiety and stress management']",0.6687252302964528,['POSITIVE']
980,https://www.youtube.com/watch?v=tQArdVV1gMo,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'trauma awareness and healing', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'sleep and mental wellness', 'depression and emotional support', 'work-life balance and burnout', 'anxiety and stress management', 'social anxiety and relationships']",0.6681415498256682,['NEGATIVE']
42,Gulabi,Entertainment,"['self-improvement and personal growth', 'mindfulness and mental wellness', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'mental health education', 'emotional health discussion', 'addiction awareness and recovery', 'therapy and mental health support', 'trauma awareness and healing', 'work-life balance and burnout', 'sleep and mental wellness', 'social anxiety and relationships', 'anxiety and stress management', 'depression and emotional support']",0.6678280115127563,['NEGATIVE']
310,"""You picked the wrong girl"" scene in Legally Blonde #movie",Entertainment,"['social anxiety and relationships', 'self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'trauma awareness and healing', 'addiction awareness and recovery']",0.6668511927127838,['NEGATIVE']
410,ChandraChooda,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'sleep and mental wellness', 'work-life balance and burnout', 'depression and emotional support', 'anxiety and stress management', 'social anxiety and relationships']",0.6665336569150287,['POSITIVE']
250,Who said Aryan Khan doesn't smile?#aryankhan #suhanakhan #srk #gourikhan #aryanfirstdebutmovie,Entertainment,"['mindfulness and mental wellness', 'motivation and mental strength', 'self-improvement and personal growth', 'emotional health discussion', 'mental health experiences']",0.6660778999328614,['NEGATIVE']
297,CELEBRITIES AS MAFIA BOSSES 🔥🔥 #midjourneyai #midjourney #artfusion #aifusion #dnafusion,Entertainment,"['motivation and mental strength', 'mental health experiences', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'work-life balance and burnout']",0.6654836595058441,['NEGATIVE']
704,How far can an Airsoft sniper shoot? #airsoft #paintball #trickshots ￼,Entertainment,['self-improvement and personal growth'],0.6652554869651794,['NEGATIVE']
414,Karpur Gauram,Entertainment,"['self-improvement and personal growth', 'mindfulness and mental wellness', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'therapy and mental health support', 'addiction awareness and recovery', 'mental health education', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout', 'sleep and mental wellness', 'anxiety and stress management']",0.6630111038684846,['POSITIVE']
875,One Two Three Four (Get On The Dance Floor),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'addiction awareness and recovery']",0.6623520155747732,['POSITIVE']
327,Taaj,Entertainment,"['motivation and mental strength', 'mindfulness and mental wellness', 'self-improvement and personal growth', 'self-care practices', 'sleep and mental wellness', 'mental health experiences', 'therapy and mental health support', 'addiction awareness and recovery', 'mental health education', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management']",0.662069453795751,['POSITIVE']
937,Kajra Re,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'sleep and mental wellness', 'anxiety and stress management', 'depression and emotional support', 'social anxiety and relationships']",0.6620027661323545,['POSITIVE']
485,Raanjhan Aaya,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'therapy and mental health support', 'mental health education', 'trauma awareness and healing', 'emotional health discussion', 'work-life balance and burnout', 'anxiety and stress management', 'sleep and mental wellness', 'social anxiety and relationships', 'depression and emotional support']",0.6609103620052337,['POSITIVE']
938,Kala Chashma,Music,"['mindfulness and mental wellness', 'motivation and mental strength', 'self-improvement and personal growth', 'mental health experiences', 'self-care practices', 'mental health education', 'therapy and mental health support', 'addiction awareness and recovery', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'sleep and mental wellness', 'depression and emotional support', 'anxiety and stress management', 'social anxiety and relationships']",0.6599216898282368,['POSITIVE']
751,Aaron Smith - Dancin - Krono Remix (Official Video) ft. Luvli,Music,"['self-improvement and personal growth', 'motivation and mental strength']",0.6593422293663025,['POSITIVE']
44,Qaafile,Entertainment,"['motivation and mental strength', 'mental health experiences', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'self-care practices', 'mental health education', 'sleep and mental wellness', 'therapy and mental health support', 'addiction awareness and recovery', 'emotional health discussion', 'work-life balance and burnout', 'social anxiety and relationships', 'trauma awareness and healing', 'anxiety and stress management']",0.6592165061405728,['NEGATIVE']
176,Hona Tha Pyar,Music,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'mental health education', 'emotional health discussion', 'trauma awareness and healing', 'therapy and mental health support', 'addiction awareness and recovery', 'sleep and mental wellness', 'work-life balance and burnout', 'depression and emotional support', 'social anxiety and relationships']",0.6585830960954939,['POSITIVE']
477,https://www.youtube.com/watch?v=EjisRtPkpP0,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'mental health education', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'work-life balance and burnout', 'depression and emotional support', 'sleep and mental wellness', 'anxiety and stress management', 'social anxiety and relationships']",0.6568335036436717,['NEGATIVE']
607,Pehla Nasha,Entertainment,"['self-improvement and personal growth', 'mental health experiences', 'motivation and mental strength', 'mindfulness and mental wellness', 'self-care practices', 'emotional health discussion', 'mental health education', 'therapy and mental health support', 'addiction awareness and recovery', 'trauma awareness and healing', 'sleep and mental wellness', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support']",0.656236103602818,['NEGATIVE']
926,Nazar Laaye (Reprise),Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'self-care practices', 'trauma awareness and healing', 'work-life balance and burnout', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'sleep and mental wellness', 'social anxiety and relationships', 'anxiety and stress management', 'depression and emotional support']",0.6554687897364299,['NEGATIVE']
378,Kendrick performs Not Like Us at Super Bowl 😳🏈,Music,"['self-improvement and personal growth', 'mental health experiences', 'motivation and mental strength', 'addiction awareness and recovery', 'trauma awareness and healing', 'mental health education', 'emotional health discussion', 'social anxiety and relationships']",0.6549702137708664,['NEGATIVE']
869,Sadi Gali,Entertainment,"['self-improvement and personal growth', 'mental health experiences', 'motivation and mental strength', 'mindfulness and mental wellness', 'self-care practices', 'mental health education', 'addiction awareness and recovery', 'therapy and mental health support', 'emotional health discussion', 'trauma awareness and healing', 'sleep and mental wellness', 'work-life balance and burnout', 'depression and emotional support', 'social anxiety and relationships']",0.6544325181416104,['POSITIVE']
984,What is in your hand? || How I Met Your Mother #himym,Entertainment,"['self-improvement and personal growth', 'mental health experiences', 'addiction awareness and recovery', 'motivation and mental strength', 'mindfulness and mental wellness', 'self-care practices', 'social anxiety and relationships', 'mental health education', 'emotional health discussion', 'trauma awareness and healing']",0.6544220507144928,['NEGATIVE']
30,Zaroor,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'self-care practices', 'mental health education', 'addiction awareness and recovery', 'therapy and mental health support', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'sleep and mental wellness', 'social anxiety and relationships']",0.6541907168351686,['POSITIVE']
561,The Dragon Queen was impressed by Daario,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'self-care practices', 'mental health experiences', 'addiction awareness and recovery', 'trauma awareness and healing']",0.6540230086871556,['POSITIVE']
479,Jai shree Ram 💗🌹🌏,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'self-care practices', 'mental health experiences', 'addiction awareness and recovery', 'trauma awareness and healing', 'mental health education', 'emotional health discussion', 'therapy and mental health support', 'sleep and mental wellness', 'depression and emotional support']",0.6526629949609438,['POSITIVE']
611,Haule Haule,Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'self-care practices', 'mental health education', 'addiction awareness and recovery', 'therapy and mental health support', 'emotional health discussion', 'trauma awareness and healing', 'work-life balance and burnout', 'sleep and mental wellness', 'anxiety and stress management']",0.6503810951342949,['NEGATIVE']
350,Zedd - I Want You To Know ft. Selena Gomez,Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mental health education', 'addiction awareness and recovery', 'emotional health discussion', 'mindfulness and mental wellness', 'self-care practices', 'trauma awareness and healing', 'depression and emotional support']",0.6495343327522278,['POSITIVE']
152,Zedd - I Want You To Know ft. Selena Gomez,Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mental health education', 'addiction awareness and recovery', 'emotional health discussion', 'mindfulness and mental wellness', 'self-care practices', 'trauma awareness and healing', 'depression and emotional support']",0.6495343327522278,['POSITIVE']
990,Prada,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'addiction awareness and recovery', 'self-care practices', 'mental health education', 'work-life balance and burnout', 'therapy and mental health support', 'trauma awareness and healing', 'anxiety and stress management', 'emotional health discussion', 'depression and emotional support', 'sleep and mental wellness']",0.6489430985280445,['POSITIVE']
217,Suniya Suniya,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'mental health education', 'therapy and mental health support', 'addiction awareness and recovery', 'emotional health discussion', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness', 'anxiety and stress management', 'social anxiety and relationships', 'depression and emotional support']",0.6484839022159575,['POSITIVE']
56,Ek Main Aur Ekk Tu,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'emotional health discussion', 'mental health education', 'therapy and mental health support', 'sleep and mental wellness', 'work-life balance and burnout', 'addiction awareness and recovery', 'trauma awareness and healing', 'social anxiety and relationships', 'anxiety and stress management', 'depression and emotional support']",0.6480840961138409,['POSITIVE']
180,Martin Garrix feat. Bonn - High On Life (Official Video),Music,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery']",0.6472554157177607,['POSITIVE']
352,Martin Garrix feat. Bonn - High On Life (Official Video),Music,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery']",0.6472554157177607,['POSITIVE']
992,Love Mera Hit Hit,Music,"['motivation and mental strength', 'self-improvement and personal growth', 'mindfulness and mental wellness', 'emotional health discussion', 'self-care practices', 'mental health experiences', 'addiction awareness and recovery', 'therapy and mental health support']",0.6470183059573174,['POSITIVE']
141,Gryffin - Body Back ft. Maia Wright (Official Music Video),Music,"['self-improvement and personal growth', 'motivation and mental strength', 'self-care practices', 'mental health experiences', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'trauma awareness and healing', 'emotional health discussion', 'sleep and mental wellness', 'mental health education']",0.6467811226844788,['POSITIVE']
978,Who expected this collab?😍 #sofimanassyan #funny #haleyybaylee,Entertainment,"['motivation and mental strength', 'self-improvement and personal growth', 'mental health experiences', 'mindfulness and mental wellness', 'addiction awareness and recovery']",0.6464977860450745,['NEGATIVE']
189,Le Aaunga,Entertainment,"['self-improvement and personal growth', 'mental health experiences', 'motivation and mental strength', 'mindfulness and mental wellness', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'emotional health discussion', 'therapy and mental health support', 'work-life balance and burnout', 'trauma awareness and healing', 'sleep and mental wellness']",0.6462000509103139,['NEGATIVE']
181,The Chainsmokers - Megamashup,Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'anxiety and stress management']",0.646193265914917,['POSITIVE']
338,The Chainsmokers - Megamashup,Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'anxiety and stress management']",0.646193265914917,['POSITIVE']
148,Marshmello ft. Bastille - Happier (Official Music Video),Music,"['self-improvement and personal growth', 'mindfulness and mental wellness', 'motivation and mental strength', 'emotional health discussion', 'mental health experiences', 'self-care practices', 'sleep and mental wellness', 'mental health education', 'trauma awareness and healing', 'addiction awareness and recovery']",0.6452922761440277,['POSITIVE']
51,"Rehna Kol (From ""Loveyapa"")",Entertainment,"['mindfulness and mental wellness', 'motivation and mental strength', 'self-improvement and personal growth', 'self-care practices', 'mental health experiences', 'sleep and mental wellness', 'trauma awareness and healing', 'addiction awareness and recovery', 'emotional health discussion', 'therapy and mental health support', 'mental health education']",0.6444447419860146,['POSITIVE']
858,"For Aisha (Featured in ""The Sky Is Pink"")",Entertainment,"['motivation and mental strength', 'mental health experiences', 'self-improvement and personal growth', 'trauma awareness and healing', 'addiction awareness and recovery', 'mindfulness and mental wellness', 'emotional health discussion', 'mental health education', 'self-care practices', 'depression and emotional support', 'therapy and mental health support', 'social anxiety and relationships']",0.6430433169007302,['POSITIVE']
918,"Rabba Janda (From ""Mission Majnu"")",Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences']",0.6413916647434235,['NEGATIVE']
874,Main Parwaana,Entertainment,"['motivation and mental strength', 'mindfulness and mental wellness', 'self-improvement and personal growth', 'mental health experiences', 'self-care practices', 'mental health education', 'therapy and mental health support', 'addiction awareness and recovery', 'trauma awareness and healing', 'emotional health discussion', 'sleep and mental wellness', 'work-life balance and burnout', 'depression and emotional support']",0.6376806956071119,['POSITIVE']
234,Lauv - I Like Me Better [Official Video],Music,"['self-improvement and personal growth', 'motivation and mental strength', 'self-care practices', 'mindfulness and mental wellness', 'mental health experiences', 'addiction awareness and recovery', 'emotional health discussion', 'sleep and mental wellness', 'social anxiety and relationships', 'mental health education', 'depression and emotional support', 'trauma awareness and healing', 'anxiety and stress management', 'work-life balance and burnout']",0.6366069231714521,['POSITIVE']
420,Ganga Dharay (feat. Ashutosh Anand),Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'trauma awareness and healing']",0.6362238015447345,['POSITIVE']
421,Shiv Kailash (Live in Mumbai),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness']",0.6361236691474915,['POSITIVE']
15,Shiv Kailash (Live in Mumbai),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness']",0.6361236691474915,['POSITIVE']
680,Shiv Kailash (Live in Mumbai),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness']",0.6361236691474915,['POSITIVE']
749,Shiv Kailash (Live in Mumbai),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'trauma awareness and healing', 'therapy and mental health support', 'emotional health discussion', 'work-life balance and burnout', 'social anxiety and relationships', 'depression and emotional support', 'anxiety and stress management', 'sleep and mental wellness']",0.6361236691474915,['POSITIVE']
415,Ganga Dharay Shiv Ganga Dharay,Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'self-care practices', 'mental health experiences', 'addiction awareness and recovery', 'trauma awareness and healing', 'therapy and mental health support', 'work-life balance and burnout', 'mental health education']",0.6344164192676544,['POSITIVE']
545,Mongraal Won't stop Griefing and Cussing in Nickeh30 Simon says Customs (FUNNY MOMENTS),Entertainment,"['mental health experiences', 'self-improvement and personal growth', 'emotional health discussion']",0.6341463724772135,['POSITIVE']
307,I Bought A MASSIVE King Crab,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'self-care practices', 'mindfulness and mental wellness']",0.6330558955669403,['POSITIVE']
213,Husn (Re-imagined),Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'mindfulness and mental wellness', 'emotional health discussion', 'trauma awareness and healing', 'therapy and mental health support', 'work-life balance and burnout', 'sleep and mental wellness', 'social anxiety and relationships']",0.6303775814863352,['NEGATIVE']
681,This song reminds me of Lockdown Days 🥹❤️ | #kudinunachnede #radhikamadan #goodmood #vishaldadlani,Music,"['mental health experiences', 'motivation and mental strength', 'anxiety and stress management', 'mindfulness and mental wellness', 'self-improvement and personal growth', 'emotional health discussion', 'trauma awareness and healing', 'mental health education']",0.6300220601260662,['NEGATIVE']
14,Krishnashtakam,Music,"['self-improvement and personal growth', 'motivation and mental strength', 'mindfulness and mental wellness', 'mental health experiences', 'self-care practices', 'addiction awareness and recovery', 'therapy and mental health support', 'trauma awareness and healing', 'mental health education', 'emotional health discussion', 'work-life balance and burnout', 'sleep and mental wellness']",0.6290062392751377,['POSITIVE']
785,Hilarious Fortnite Zero Build Win! 😱🔥 #Shorts #Fortnite #Sliinky,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength']",0.627244383096695,['POSITIVE']
934,O Beliya,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'trauma awareness and healing', 'social anxiety and relationships', 'sleep and mental wellness', 'work-life balance and burnout', 'depression and emotional support', 'anxiety and stress management']",0.6270458837350209,['POSITIVE']
64,O Beliya,Entertainment,"['self-improvement and personal growth', 'motivation and mental strength', 'mental health experiences', 'mindfulness and mental wellness', 'self-care practices', 'addiction awareness and recovery', 'mental health education', 'therapy and mental health support', 'emotional health discussion', 'trauma awareness and healing', 'social anxiety and relationships', 'sleep and mental wellness', 'work-life balance and burnout', 'depression and emotional support', 'anxiety and stress management']",0.6270458837350209,['POSITIVE']
