video_id,title,watched_at,primary_category,detailed_type,sentiment,sentiment_score,primary_format,primary_purpose,style,confidence,source_file
19262,Reflection,"Jun 10, 2024, 2:57:33 PM PST",Technology,,POSITIVE,0.9971253275871277,review,information,"informative,dramatic,personal,serious,professional,funny",0.2940286695957184,youtube_analysis_20250303_022943_main.csv
19263,(FREE) Lo-fi Type Beat - You're my little flower,"Jun 10, 2024, 2:48:58 PM PST",Music,Music Mix,POSITIVE,0.9990847110748291,unknown,unknown,,0.9842028021812439,youtube_analysis_20250303_022943_main.csv
19264,Miscél - Threads [chill instrumental beats],"Jun 10, 2024, 2:42:06 PM PST",Music,Official Music Video,NEGATIVE,0.9435071349143982,unknown,unknown,,0.9118255972862244,youtube_analysis_20250303_022943_main.csv
19265,Lo-fi Hip hop beat (Mist hashira) #lofihiphop #demonslayer #lofimusic,"Jun 10, 2024, 2:38:07 PM PST",Music,Music Mix,NEGATIVE,0.9796082973480225,unknown,unknown,,0.9907081723213196,youtube_analysis_20250303_022943_main.csv
19266,THE PLANE IS GONNA CRASH (Animation Meme),"Jun 10, 2024, 2:37:48 PM PST",Entertainment,,NEGATIVE,0.9984447360038757,reaction,entertainment,"dramatic,funny,informative,serious",0.9899391531944275,youtube_analysis_20250303_022943_main.csv
19267,barbecue nation creamy cajun smashed potatoes,"Jun 10, 2024, 2:37:14 PM PST",Entertainment,,NEGATIVE,0.9879195690155029,guide,information,"informative,dramatic,serious,funny",0.2556470036506653,youtube_analysis_20250303_022943_main.csv
19268,He took the golden opportunity | KONOSUBA | #anime #animeedit,"Jun 10, 2024, 2:37:09 PM PST",Entertainment,,POSITIVE,0.9772785305976868,news,entertainment,"professional,informative,dramatic,funny,personal,serious",0.49815812706947327,youtube_analysis_20250303_022943_main.csv
19269,19/100 Accordion Potatoes with Cajun Butter,"Jun 10, 2024, 2:36:21 PM PST",Reviews,,NEGATIVE,0.9391009211540222,review,information,"informative,dramatic,professional,serious,funny,casual",0.6187039017677307,youtube_analysis_20250303_022943_main.csv
19270,Cajun Potatoes | Barbeque Nation Style Cajun Potatoes #youtubeshorts #shorts,"Jun 10, 2024, 2:35:17 PM PST",Shorts,,NEGATIVE,0.980722963809967,tutorial,storytelling,"casual,funny,informative,dramatic",0.9747985601425171,youtube_analysis_20250303_022943_main.csv
19271,put yourself into my LUNCH music videooo -billie. Brought to you by YouTube Shorts,"Jun 10, 2024, 2:25:53 PM PST",Music,Cover Song,NEGATIVE,0.9473077654838562,unknown,unknown,,0.9494559168815613,youtube_analysis_20250303_022943_main.csv
19272,How Much Does A Kilogram Weigh?🤔 w/ Neil deGrasse Tyson,"Jun 10, 2024, 2:19:16 PM PST",Podcast,,NEGATIVE,0.9957351684570312,guide,information,"funny,informative,dramatic,serious",0.865618884563446,youtube_analysis_20250303_022943_main.csv
19273,Samay Raina needs to hesitate☠️,"Jun 10, 2024, 2:18:54 PM PST",Sports,,NEGATIVE,0.9946086406707764,reaction,information,"serious,personal,dramatic,informative,funny",0.20485617220401764,youtube_analysis_20250303_022943_main.csv
19274,Majed rates Phonk,"Jun 10, 2024, 2:17:55 PM PST",Podcast,,NEGATIVE,0.8221359848976135,reaction,entertainment,"professional,dramatic,informative,funny,serious",0.9107376337051392,youtube_analysis_20250303_022943_main.csv
19275,Majed reacts to Dubstep,"Jun 10, 2024, 2:17:26 PM PST",Entertainment,,NEGATIVE,0.7373392581939697,reaction,entertainment,"dramatic,informative,funny,professional",0.7175137400627136,youtube_analysis_20250303_022943_main.csv
19276,Teri Jhuki Nazar (Film Version),"Jun 10, 2024, 12:35:16 PM PST",Entertainment,,NEGATIVE,0.8291049599647522,reaction,storytelling,"dramatic,informative,funny,serious",0.863243818283081,youtube_analysis_20250303_022943_main.csv
19277,Tum Se,"Jun 10, 2024, 12:30:51 PM PST",Entertainment,,NEGATIVE,0.9600706696510315,reaction,information,"dramatic,informative,serious,funny,casual,personal,professional",0.4372269809246063,youtube_analysis_20250303_022943_main.csv
19278,"Khuda Jaane (From ""Bachna Ae Haseeno"")","Jun 10, 2024, 12:25:18 PM PST",Music,Cover Song,NEGATIVE,0.861582338809967,unknown,unknown,,0.9872156977653503,youtube_analysis_20250303_022943_main.csv
19279,Ve Maahi,"Jun 10, 2024, 12:21:34 PM PST",Music,Official Music Video,POSITIVE,0.923681378364563,unknown,unknown,,0.4278165400028229,youtube_analysis_20250303_022943_main.csv
19280,Aankhon Se Batana,"Jun 10, 2024, 12:21:33 PM PST",Comedy,,POSITIVE,0.8988215327262878,reaction,storytelling,"dramatic,informative,funny,serious,professional,casual,personal",0.641223669052124,youtube_analysis_20250303_022943_main.csv
19281,Iktara,"Jun 10, 2024, 12:21:32 PM PST",Technology,,POSITIVE,0.9612319469451904,reaction,information,"dramatic,professional,informative,serious,personal,funny,casual",0.7359127402305603,youtube_analysis_20250303_022943_main.csv
19282,Dil Jhoom,"Jun 10, 2024, 12:21:31 PM PST",Comedy,,POSITIVE,0.9177826046943665,reaction,comedy,"dramatic,informative,serious,funny,professional,casual,personal",0.7812901735305786,youtube_analysis_20250303_022943_main.csv
19283,Haareya,"Jun 10, 2024, 12:21:30 PM PST",Entertainment,,POSITIVE,0.9957987666130066,reaction,information,"dramatic,informative,serious,funny,professional,personal,casual",0.5986571907997131,youtube_analysis_20250303_022943_main.csv
19284,TUM SE HI,"Jun 10, 2024, 11:46:30 AM PST",Tutorial,,POSITIVE,0.9572591185569763,reaction,information,"dramatic,funny,informative,serious,personal,professional,casual",0.6013224720954895,youtube_analysis_20250303_022943_main.csv
19285,Chor,"Jun 10, 2024, 11:43:01 AM PST",Music,Concert Recording,NEGATIVE,0.98454350233078,unknown,unknown,,0.9883317351341248,youtube_analysis_20250303_022943_main.csv
19286,Pani Da Rang (Male Vocals),"Jun 10, 2024, 11:42:25 AM PST",Music,Official Music Video,POSITIVE,0.9664331674575806,unknown,unknown,,0.889103353023529,youtube_analysis_20250303_022943_main.csv
19287,Makhna,"Jun 10, 2024, 11:41:28 AM PST",Music,Official Music Video,NEGATIVE,0.8818078637123108,unknown,unknown,,0.36648210883140564,youtube_analysis_20250303_022943_main.csv
19288,Dil Hi Toh Hai,"Jun 10, 2024, 11:36:47 AM PST",Comedy,,POSITIVE,0.9648424983024597,reaction,storytelling,"dramatic,informative,funny,casual,serious,personal,professional",0.8687159419059753,youtube_analysis_20250303_022943_main.csv
19289,Ve Haaniyaan,"Jun 10, 2024, 9:54:14 AM PST",Comedy,,POSITIVE,0.9583518505096436,reaction,comedy,"dramatic,funny,informative,serious,personal,professional,casual",0.4851796627044678,youtube_analysis_20250303_022943_main.csv
19290,Aaftaab,"Jun 10, 2024, 9:54:11 AM PST",Entertainment,,NEGATIVE,0.9583063125610352,reaction,information,"dramatic,informative,serious,funny,casual,professional",0.36552339792251587,youtube_analysis_20250303_022943_main.csv
19291,Ye Tune Kya Kiya (Arijit Singh Version),"Jun 10, 2024, 9:51:37 AM PST",Music,Cover Song,POSITIVE,0.9939601421356201,unknown,unknown,,0.9963874220848083,youtube_analysis_20250303_022943_main.csv
19292,Let Her Go X Husn,"Jun 10, 2024, 9:47:19 AM PST",Entertainment,,POSITIVE,0.9452899694442749,reaction,storytelling,"personal,informative,dramatic,casual,serious,professional,funny",0.6566950678825378,youtube_analysis_20250303_022943_main.csv
19293,"Ranjha (From ""Shershaah"")","Jun 10, 2024, 4:46:09 AM PST",Entertainment,,NEGATIVE,0.8437514305114746,reaction,storytelling,"informative,dramatic,funny,serious,professional",0.06757219135761261,youtube_analysis_20250303_022943_main.csv
19294,Alag Aasmaan,"Jun 10, 2024, 4:42:36 AM PST",Entertainment,,NEGATIVE,0.916412353515625,reaction,information,"dramatic,informative,serious,funny,professional",0.35124173760414124,youtube_analysis_20250303_022943_main.csv
19295,Rang Lageya,"Jun 10, 2024, 4:37:02 AM PST",Entertainment,,POSITIVE,0.9102925658226013,reaction,storytelling,"dramatic,informative,serious,professional,personal,funny,casual",0.6048814058303833,youtube_analysis_20250303_022943_main.csv
19296,Saajna,"Jun 10, 2024, 4:34:05 AM PST",Entertainment,,POSITIVE,0.7978120446205139,reaction,information,"dramatic,informative,serious,casual,professional,funny,personal",0.4848875105381012,youtube_analysis_20250303_022943_main.csv
19297,Maiyya Mainu,"Jun 10, 2024, 4:29:17 AM PST",Music,Official Music Video,NEGATIVE,0.9401074647903442,unknown,unknown,,0.6094255447387695,youtube_analysis_20250303_022943_main.csv
19298,MAAHI VE,"Jun 10, 2024, 4:25:16 AM PST",Music,Lyric Video,POSITIVE,0.915395975112915,unknown,unknown,,0.9834460616111755,youtube_analysis_20250303_022943_main.csv
19299,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")","Jun 10, 2024, 4:20:38 AM PST",Music,Cover Song,NEGATIVE,0.9824350476264954,unknown,unknown,,0.6230345964431763,youtube_analysis_20250303_022943_main.csv
19300,Sajni,"Jun 10, 2024, 4:17:48 AM PST",Entertainment,,POSITIVE,0.876344621181488,reaction,information,"informative,dramatic,serious,professional,personal,funny,casual",0.3356611430644989,youtube_analysis_20250303_022943_main.csv
19301,Billie Eilish - LUNCH (Official Music Video),"Jun 9, 2024, 5:51:39 PM PST",Music,Official Music Video,POSITIVE,0.6875101923942566,unknown,unknown,,0.9957635402679443,youtube_analysis_20250303_022943_main.csv
19302,Renewal/Re-issuance of Indian Passport in USA | VFS GLOBAL | Latest Information,"Jun 9, 2024, 5:50:19 PM PST",News,,POSITIVE,0.7202763557434082,news,information,"informative,serious,dramatic,professional",0.9086129665374756,youtube_analysis_20250303_022943_main.csv
19303,Understanding Redux Concept in 5 Minutes | What is Redux ? | Redux Analogy | Redux Lifecycle,"Jun 9, 2024, 5:46:22 PM PST",Podcast,,NEGATIVE,0.8246620893478394,guide,information,"informative,serious,professional,dramatic",0.687490701675415,youtube_analysis_20250303_022943_main.csv
19304,React Redux | Explained in 5 minutes | React Redux tutorial,"Jun 9, 2024, 5:44:40 PM PST",Tutorial,,NEGATIVE,0.984020471572876,tutorial,information,"informative,professional,dramatic,serious",0.9888449907302856,youtube_analysis_20250303_022943_main.csv
19305,Popular Anime Openings But It's Lofi Remix ~ Best Anime Lofi Hip Hop Mix,"Jun 9, 2024, 5:26:51 PM PST",Entertainment,,POSITIVE,0.9993095397949219,news,entertainment,"informative,dramatic,funny,professional",0.9604046940803528,youtube_analysis_20250303_022943_main.csv
19306,atmospheric phonk ||  night chill phonk,"Jun 9, 2024, 12:06:30 PM PST",Shorts,,POSITIVE,0.9272637367248535,guide,analysis,"dramatic,informative,serious,funny",0.11280149966478348,youtube_analysis_20250303_022943_main.csv
19307,Back Hits To The 90's 🎵 Lofi Radio Mix [ Lofi Beats To Study / Chill / Escape From Reality ],"Jun 9, 2024, 9:21:24 AM PST",Music,Music Mix,NEGATIVE,0.5884730219841003,unknown,unknown,,0.9982186555862427,youtube_analysis_20250303_022943_main.csv
19308,Lo-fi Hip hop beat (Mist hashira) #lofihiphop #demonslayer #lofimusic,"Jun 9, 2024, 9:17:45 AM PST",Music,Music Mix,NEGATIVE,0.9796082973480225,unknown,unknown,,0.9907081723213196,youtube_analysis_20250303_022943_main.csv
19309,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Jun 9, 2024, 5:47:34 AM PST",Music,Cover Song,NEGATIVE,0.9850522875785828,unknown,unknown,,0.785647451877594,youtube_analysis_20250303_022943_main.csv
19310,Arjan Vailly,"Jun 9, 2024, 5:46:13 AM PST",Entertainment,,POSITIVE,0.9938911199569702,reaction,information,"professional,informative,dramatic,serious,personal,funny",0.6172266006469727,youtube_analysis_20250303_022943_main.csv
19311,"Soni Soni (From ""Ishq Vishk Rebound"")","Jun 9, 2024, 5:43:44 AM PST",Music,Cover Song,NEGATIVE,0.9703114032745361,unknown,unknown,,0.8871339559555054,youtube_analysis_20250303_022943_main.csv
19312,Chaleya,"Jun 9, 2024, 5:39:55 AM PST",Entertainment,,POSITIVE,0.9423848986625671,reaction,information,"dramatic,informative,serious,personal,professional,funny,casual",0.5083066821098328,youtube_analysis_20250303_022943_main.csv
19313,Satyanaas,"Jun 9, 2024, 5:37:04 AM PST",Entertainment,,POSITIVE,0.9587966799736023,guide,information,"serious,dramatic,informative,professional,personal,funny",0.1512315571308136,youtube_analysis_20250303_022943_main.csv
19314,Akhiyaan Gulaab,"Jun 9, 2024, 5:34:20 AM PST",Comedy,,NEGATIVE,0.8898099064826965,reaction,information,"informative,dramatic,funny,serious,professional,casual,personal",0.6217514276504517,youtube_analysis_20250303_022943_main.csv
19315,"Naina (From ""Crew"")","Jun 9, 2024, 5:31:15 AM PST",Comedy,,POSITIVE,0.9692043662071228,reaction,information,"informative,dramatic,professional,funny,serious",0.08875665813684464,youtube_analysis_20250303_022943_main.csv
19316,"The Xpose Movie Ice Cream Khaungi Full Video Song | Yo Yo Honey Singh, Himesh Reshammiya","Jun 8, 2024, 4:28:10 PM PST",Music,Official Music Video,NEGATIVE,0.5902950167655945,unknown,unknown,,0.927202045917511,youtube_analysis_20250303_022943_main.csv
19317,Easiest boss fight of my life.,"Jun 8, 2024, 4:27:48 PM PST",Entertainment,,POSITIVE,0.9990338087081909,gameplay,entertainment,"professional,informative,dramatic,funny,personal,serious",0.3187457323074341,youtube_analysis_20250303_022943_main.csv
19318,Salary negotiations gone right ft. Zakir Khan 😂 | Tathastu |  #primevideoindia,"Jun 8, 2024, 7:35:43 AM PST",Comedy,,NEGATIVE,0.9936467409133911,news,entertainment,"funny,professional,dramatic,informative",0.9078025221824646,youtube_analysis_20250303_022943_main.csv
19319,what do you think🤔?                                #shorts #politics #bjp #congress #dhruvrathee,"Jun 8, 2024, 7:33:13 AM PST",Shorts,,NEGATIVE,0.9916600584983826,commentary,information,"casual,funny,informative",0.986760139465332,youtube_analysis_20250303_022943_main.csv
19320,😳 “Why I LEFT America for India…”,"Jun 8, 2024, 7:32:35 AM PST",Comedy,,NEGATIVE,0.9670861959457397,commentary,comedy,"personal,dramatic,funny,informative,serious,casual,professional",0.8805561661720276,youtube_analysis_20250303_022943_main.csv
19321,INDIAN TEAM AT CODM WORLD CHAMPIONSHIP 2023 #callofduty #codmobile #shorts,"Jun 8, 2024, 7:26:24 AM PST",Shorts,,NEGATIVE,0.9864761829376221,news,information,"professional,informative,funny,dramatic,serious",0.953331708908081,youtube_analysis_20250303_022943_main.csv
19322,The Top 4 Credit Cards Everybody Should Own (Chase & American Express),"Jun 8, 2024, 7:25:33 AM PST",News,,POSITIVE,0.9977343082427979,guide,information,"informative,serious,dramatic,professional",0.11838976293802261,youtube_analysis_20250303_022943_main.csv
19323,ONLY 5 Credit Cards You'll EVER Need 💸🌴,"Jun 8, 2024, 7:23:02 AM PST",Tutorial,,NEGATIVE,0.9418345093727112,guide,information,"informative,funny,dramatic,serious,professional",0.08554603904485703,youtube_analysis_20250303_022943_main.csv
19324,How Black Hole Works? w/ Neil deGrasse Tyson #Shorts,"Jun 8, 2024, 7:14:49 AM PST",Shorts,,NEGATIVE,0.9965288043022156,news,information,"casual,funny",0.9914854168891907,youtube_analysis_20250303_022943_main.csv
19325,भारत मुल्ले के बाप का नहीं ?Xॐ| Bageshwar dham Status | #shorts #bageshwardhamsarkar #viral1.8M,"Jun 8, 2024, 7:14:45 AM PST",Shorts,,NEGATIVE,0.9900017976760864,reaction,information,"dramatic,informative,funny,casual,serious,professional",0.9952776432037354,youtube_analysis_20250303_022943_main.csv
19326,What People Think Chess Is About,"Jun 8, 2024, 7:12:30 AM PST",Gaming,Stream Highlights,POSITIVE,0.9967915415763855,guide,information,"informative,dramatic,funny,serious",0.03775428235530853,youtube_analysis_20250303_022943_main.csv
19327,Samay Raina R*asting Bollywood 💀#shorts,"Jun 8, 2024, 7:06:30 AM PST",Shorts,,NEGATIVE,0.9914707541465759,reaction,entertainment,"funny,dramatic,casual,informative",0.9885322451591492,youtube_analysis_20250303_022943_main.csv
19328,Bro Confused The Africans,"Jun 8, 2024, 7:04:53 AM PST",Comedy,,NEGATIVE,0.9986887574195862,reaction,comedy,"dramatic,funny,serious,informative,casual,personal",0.7637126445770264,youtube_analysis_20250303_022943_main.csv
19329,@40KAHANI How to say N word in Korean | Racist word 😱 ?? #shorts #viral #india #trending,"Jun 8, 2024, 7:00:41 AM PST",Tutorial,,NEGATIVE,0.9916942715644836,news,unknown,"funny,dramatic,informative",0.8445615768432617,youtube_analysis_20250303_022943_main.csv
19330,She say some STUPID about INDIA!🇮🇳🤷‍♂️,"Jun 8, 2024, 7:00:25 AM PST",Podcast,,NEGATIVE,0.999616265296936,commentary,comedy,"funny,dramatic,personal",0.6296747922897339,youtube_analysis_20250303_022943_main.csv
19331,#funny #nutshell #comedy #animation,"Jun 8, 2024, 7:00:09 AM PST",Comedy,,POSITIVE,0.9965621829032898,reaction,entertainment,"funny,casual",0.9639865159988403,youtube_analysis_20250303_022943_main.csv
19332,Power Of Ministry Of External Affairs 🔥 #modi #shorts,"Jun 8, 2024, 6:58:26 AM PST",Shorts,,NEGATIVE,0.6457096934318542,news,information,"dramatic,funny,informative,casual,professional",0.9593103528022766,youtube_analysis_20250303_022943_main.csv
19333,It doesn't hurt much 😂😂 Jackie Chan in Steve Harvey show..Funny moments,"Jun 8, 2024, 6:57:26 AM PST",Comedy,,NEGATIVE,0.990812361240387,reaction,comedy,"funny,casual,informative",0.9832431674003601,youtube_analysis_20250303_022943_main.csv
19334,https://www.youtube.com/watch?v=xjKhrUBhtQI,"Jun 8, 2024, 6:57:17 AM PST",Entertainment,,NEGATIVE,0.9415649175643921,reaction,information,"informative,funny,dramatic,serious,professional",0.7521238923072815,youtube_analysis_20250303_022943_main.csv
19335,SPORTS GENDER PAY GAP DEBUNKED 😤🔥,"Jun 8, 2024, 6:56:21 AM PST",Sports,,NEGATIVE,0.9969756603240967,news,information,"funny,dramatic,serious,informative",0.9966164231300354,youtube_analysis_20250303_022943_main.csv
19336,Wait for end 🤣,"Jun 8, 2024, 6:56:17 AM PST",Comedy,,NEGATIVE,0.9879364371299744,reaction,comedy,"dramatic,funny,casual,serious,informative,personal",0.6425808072090149,youtube_analysis_20250303_022943_main.csv
19337,taking pictures in the mirror… -billie. Brought to you by YouTube Shorts.,"Jun 8, 2024, 6:56:09 AM PST",Shorts,,POSITIVE,0.709785521030426,guide,entertainment,"funny,informative,personal",0.922972559928894,youtube_analysis_20250303_022943_main.csv
19338,Majed reacts to Dubstep,"Jun 8, 2024, 6:56:07 AM PST",Entertainment,,NEGATIVE,0.7373392581939697,reaction,entertainment,"dramatic,informative,funny,professional",0.7175137400627136,youtube_analysis_20250303_022943_main.csv
19339,i didn't know she could hear me...,"Jun 8, 2024, 6:54:32 AM PST",Podcast,,NEGATIVE,0.9987584352493286,news,information,"personal,dramatic,funny,serious,informative,casual",0.49226343631744385,youtube_analysis_20250303_022943_main.csv
19340,UFO Crashed on Earth at Speed of Light 😳 #universe #space #astronomy,"Jun 8, 2024, 6:53:36 AM PST",News,,NEGATIVE,0.9817573428153992,news,information,"dramatic,funny,serious,informative",0.5716486573219299,youtube_analysis_20250303_022943_main.csv
19341,BRO SHOULD CONSIDER HESITATING💀 #samayraina,"Jun 8, 2024, 6:51:02 AM PST",Comedy,,NEGATIVE,0.9665461778640747,reaction,information,"serious,informative,dramatic,funny,personal",0.1383359581232071,youtube_analysis_20250303_022943_main.csv
19342,Alinity found WHAT under Emiru's Table??,"Jun 8, 2024, 6:50:31 AM PST",News,,NEGATIVE,0.9971795082092285,news,information,"dramatic,serious,funny,informative,professional",0.6575316786766052,youtube_analysis_20250303_022943_main.csv
19343,Meet Porter. The World's First Driving Dog.,"Jun 8, 2024, 6:48:30 AM PST",Technology,,POSITIVE,0.9985793828964233,news,information,"dramatic,informative,funny,serious,professional",0.16341933608055115,youtube_analysis_20250303_022943_main.csv
19344,heiakim - loli selling ice cream,"Jun 8, 2024, 6:38:51 AM PST",Tutorial,,POSITIVE,0.948524534702301,unknown,unknown,"informative,funny,professional,casual,dramatic",0.004084182903170586,youtube_analysis_20250303_022943_main.csv
19345,You can ACHIEVE ANYTHING | Saraswati Mantra | Saraswati Devi Songs | Saraswathi Mantram | Saraswathi,"Jun 8, 2024, 6:37:09 AM PST",Music,Behind the Scenes,POSITIVE,0.9680234789848328,unknown,unknown,,0.8110566139221191,youtube_analysis_20250303_022943_main.csv
19346,"It's raining outside, isn't it ?   [1hr of chill lofi hip-hop beats]","Jun 8, 2024, 6:35:26 AM PST",Podcast,,NEGATIVE,0.9622008204460144,reaction,entertainment,"casual,dramatic,informative,funny",0.8802738785743713,youtube_analysis_20250303_022943_main.csv
19347,Billie Eilish - LUNCH (Official Music Video),"Jun 8, 2024, 6:32:44 AM PST",Music,Official Music Video,POSITIVE,0.6875101923942566,unknown,unknown,,0.9957635402679443,youtube_analysis_20250303_022943_main.csv
19348,Chase Freedom Flex vs. Chase Freedom Unlimited vs Chase Sapphire Preferred Credit Cards,"Jun 8, 2024, 2:16:20 AM PST",Technology,,NEGATIVE,0.9530448317527771,news,information,"informative,serious,dramatic,funny",0.5440530776977539,youtube_analysis_20250303_022943_main.csv
19349,Chase Freedom Unlimited vs Chase Sapphire Preferred,"Jun 8, 2024, 2:16:08 AM PST",Technology,,NEGATIVE,0.6388794183731079,guide,information,"informative,serious,dramatic,funny,personal",0.5701658725738525,youtube_analysis_20250303_022943_main.csv
19350,[Try Listening for 3 Minutes] Fall Asleep Fast - Lucid Dreaming - Sleep Music,"Jun 8, 2024, 2:15:41 AM PST",Music,Music Mix,NEGATIVE,0.9988201260566711,unknown,unknown,,0.9771486520767212,youtube_analysis_20250303_022943_main.csv
19351,[Try Listening for 3 Minutes] Fall Asleep Fast - Lucid Dreaming - Sleep Music,"Jun 7, 2024, 6:46:22 PM PST",Music,Music Mix,NEGATIVE,0.9988201260566711,unknown,unknown,,0.9771486520767212,youtube_analysis_20250303_022943_main.csv
19352,Best Omurice In Japan 😊,"Jun 7, 2024, 6:44:39 PM PST",Entertainment,,POSITIVE,0.9995787739753723,review,entertainment,"funny,informative,dramatic,professional",0.3531736731529236,youtube_analysis_20250303_022943_main.csv
19353,How Much Thor's Hammer Weighs w/ Neil deGrasse Tyson,"Jun 7, 2024, 6:44:11 PM PST",Podcast,,NEGATIVE,0.9852057099342346,news,information,"dramatic,serious,informative,funny,professional",0.7957010865211487,youtube_analysis_20250303_022943_main.csv
19354,3 things that INDIA does not have!,"Jun 7, 2024, 6:43:27 PM PST",Technology,,POSITIVE,0.9989336133003235,news,analysis,"serious,informative,dramatic,funny",0.4373213052749634,youtube_analysis_20250303_022943_main.csv
19355,Teen Tigda Kaam Bigda #sanjaydutt #jackieshroff #salmankhan,"Jun 7, 2024, 6:42:28 PM PST",Comedy,,NEGATIVE,0.9836222529411316,reaction,storytelling,"dramatic,funny,informative,personal,casual",0.8401059508323669,youtube_analysis_20250303_022943_main.csv
19356,Bottle Dispenser DIY: Hack or Epic Fail?,"Jun 7, 2024, 6:41:51 PM PST",Technology,,NEGATIVE,0.9997840523719788,commentary,information,"dramatic,serious,informative,personal",0.2035725861787796,youtube_analysis_20250303_022943_main.csv
19357,is Dhruv rathee has good 🫡 intention #shorts #anandranganathan #dhruvrathee #podcast #politics,"Jun 7, 2024, 6:40:25 PM PST",Podcast,,POSITIVE,0.9936827421188354,commentary,information,"informative,professional,funny",0.9863377809524536,youtube_analysis_20250303_022943_main.csv
19358,Bro Planned Everything,"Jun 7, 2024, 6:40:10 PM PST",Technology,,POSITIVE,0.9977012276649475,commentary,information,"professional,informative,serious,dramatic,funny",0.39152711629867554,youtube_analysis_20250303_022943_main.csv
19359,Best youtube intro ever,"Jun 7, 2024, 6:39:15 PM PST",Entertainment,,POSITIVE,0.9997522234916687,guide,entertainment,"funny,informative,dramatic,professional",0.9250432252883911,youtube_analysis_20250303_022943_main.csv
19360,Ochaco STRUGGLES With Her Faith😳🕊️ | My Hero Academia Abridged #shorts,"Jun 7, 2024, 6:38:33 PM PST",Shorts,,NEGATIVE,0.9866318106651306,commentary,storytelling,"funny,dramatic,casual,personal,informative",0.9840352535247803,youtube_analysis_20250303_022943_main.csv
19361,Recursive Island 🏝️ and Recursive Counties 🤔,"Jun 7, 2024, 6:38:18 PM PST",Entertainment,,NEGATIVE,0.9670904278755188,reaction,entertainment,"funny,informative,dramatic,serious",0.07038433104753494,youtube_analysis_20250303_022943_main.csv
19362,Driver's Quick Thinking Saves His Life,"Jun 7, 2024, 6:37:34 PM PST",News,,POSITIVE,0.9981980919837952,news,information,"dramatic,informative,serious,personal,funny",0.31233569979667664,youtube_analysis_20250303_022943_main.csv
19363,😎Samay Raina Vs IIT🔥 #shorts,"Jun 7, 2024, 6:37:12 PM PST",Sports,,NEGATIVE,0.9857814908027649,reaction,entertainment,"funny,casual,dramatic,informative",0.9880009293556213,youtube_analysis_20250303_022943_main.csv
19364,Majed rates SLIDE DA TREME MELODICA V2 PHONK #geometrydash #phonk,"Jun 7, 2024, 6:36:20 PM PST",Podcast,,NEGATIVE,0.9841461777687073,gameplay,information,"dramatic,informative,professional,serious,funny",0.05619177222251892,youtube_analysis_20250303_022943_main.csv
19365,Black Clover Characters Ranked | Power Levels,"Jun 7, 2024, 6:35:20 PM PST",Gaming,Gaming News,POSITIVE,0.9980606436729431,guide,information,"informative,dramatic,serious,professional,funny",0.2668289542198181,youtube_analysis_20250303_022943_main.csv
19366,"Dear Dhruv Rathee, you are a BULLY.","Jun 7, 2024, 5:14:02 PM PST",News,,NEGATIVE,0.9957510232925415,commentary,information,"personal,serious,dramatic,informative",0.40455296635627747,youtube_analysis_20250303_022943_main.csv
19367,"Ishq Mitaye (From ""Amar Singh Chamkila"")","Jun 7, 2024, 3:18:19 PM PST",Comedy,,NEGATIVE,0.6274942755699158,guide,storytelling,"informative,dramatic,funny,serious,professional",0.644418478012085,youtube_analysis_20250303_022943_main.csv
19368,Tu Aake Dekhle,"Jun 7, 2024, 3:13:50 PM PST",Comedy,,POSITIVE,0.852859616279602,guide,information,"dramatic,informative,serious,funny,professional,casual,personal",0.5763012766838074,youtube_analysis_20250303_022943_main.csv
19369,Softly,"Jun 7, 2024, 3:11:28 PM PST",Reviews,,POSITIVE,0.9901832938194275,guide,information,"casual,personal,professional,funny",0.7227808237075806,youtube_analysis_20250303_022943_main.csv
19370,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Jun 7, 2024, 3:05:49 PM PST",Music,Cover Song,NEGATIVE,0.9850522875785828,unknown,unknown,,0.785647451877594,youtube_analysis_20250303_022943_main.csv
19371,Jaane Na Dunga Kahin Reprise,"Jun 7, 2024, 3:05:20 PM PST",Music,Cover Song,NEGATIVE,0.9699252247810364,unknown,unknown,,0.9957697987556458,youtube_analysis_20250303_022943_main.csv
19372,Yeh Dooriyan,"Jun 7, 2024, 3:05:18 PM PST",Entertainment,,POSITIVE,0.9852640628814697,reaction,information,"informative,dramatic,funny,serious,professional,casual,personal",0.524450421333313,youtube_analysis_20250303_022943_main.csv
19373,"Kaise Hua (From ""Kabir Singh"")","Jun 7, 2024, 3:05:17 PM PST",Comedy,,NEGATIVE,0.7040528059005737,reaction,storytelling,"informative,dramatic,funny,serious",0.542840838432312,youtube_analysis_20250303_022943_main.csv
19374,Such Keh Raha Hai,"Jun 7, 2024, 3:05:15 PM PST",Comedy,,POSITIVE,0.854931652545929,reaction,storytelling,"dramatic,funny,informative,serious,casual,personal,professional",0.9141043424606323,youtube_analysis_20250303_022943_main.csv
19375,Daard Hai,"Jun 7, 2024, 3:05:14 PM PST",Comedy,,NEGATIVE,0.724865198135376,reaction,information,"dramatic,informative,serious,funny,professional,casual,personal",0.5135856866836548,youtube_analysis_20250303_022943_main.csv
